company	amt	amtRatio	contracts	contRatio	employees
Quspin Incorporated	124992.0	0.0019	1	0.002	3
Tug Technologies Corporation	63912.0	0.0018	1	0.002	317
Alabama A & M University	-12011.1	0.0018	2	0.0041	1500
Launchpoint Technologies Incorporated	124957.0	0.0019	1	0.002	25
Stottler Henke Associates Incorporated	749963.0	0.0023	1	0.002	40
Electrical Equipment Company	254576.13	0.0019	4	0.0081	248
Govconnection Incorporated	985719.15	0.0025	22	0.0448	1601
Valley Design Corporation	-1.0	0.0018	1	0.002	25
Jacobs Engineering Group Incorporated	615644.09	0.0022	8	0.0163	45700
Tybrin Corporation	1067705.0	0.0026	7	0.0143	11863
Argo Navis Technologies, Llc	124974.0	0.0019	1	0.002	3
Galorath Incorporated	-9876.36	0.0018	1	0.002	40
Severn Marketing Associates Incorporated	-12135.0	0.0018	1	0.002	6
San Jose State University Foundation Incorporated	3219853.66	0.0042	5	0.0102	1500
Healtheon Incorporated	34366.32	0.0018	2	0.0041	38
Ncad Products Incorporated	13529.68	0.0018	1	0.002	18
Hcgi Hartford Incorporated	7456.0	0.0018	1	0.002	15
Morehouse Instrument Company	7755.0	0.0018	1	0.002	12
Transformational Security, Llc	141349.0	0.0019	1	0.002	14
Honeywell Analytics Incorporated	16779.0	0.0018	2	0.0041	100000
Iris Inspection Services Incorporated	3398.0	0.0018	1	0.002	17
Fox & Dole Technical Sales Incorporated	13259.0	0.0018	1	0.002	10
Tennessee Technological University	-1602.81	0.0018	2	0.0041	1096
Aeroflex Wichita Incorporated	17375.0	0.0018	1	0.002	2675
Tera Analysis Aps	5597.0	0.0018	1	0.002	10
T&t Materials Incorporated	26538.2	0.0018	8	0.0163	3
The Discovery Museum Inc	499977.0	0.0021	1	0.002	0
Mcintosh Cryogenics Llc	182636.0	0.0019	1	0.002	5
Cleanzones, Llc	13125.0	0.0018	1	0.002	5
Beckhoff Automation Llc	29248.6	0.0018	1	0.002	1100
Materion Precision Optics And Thin Film Coatings Incorporated	-134.47	0.0018	1	0.002	2200
Samtec Incorporated	3896.45	0.0018	1	0.002	3500
Jlw Real Est Limited	-3866.68	0.0018	1	0.002	1
Eads North America Incorporated	-323.0	0.0018	1	0.002	1000
Nanohmics Incorporated	124997.0	0.0019	1	0.002	20
Enviro Management And Research Incorporated	43965.59	0.0018	1	0.002	15
Chenega Security & Support Solutions, Llc	12291852.18	0.0109	25	0.0509	2
Furmanite America Incorporated	15325.0	0.0018	1	0.002	909
Charles River Laboratories Incorporated	6325.0	0.0018	1	0.002	7100
Wesleyan University	380208.59	0.002	4	0.0081	955
Oml Incorporated	24195.91	0.0018	1	0.002	9
Weldall Mfg. Incorporated	5505617.0	0.0059	3	0.0061	185
Lea Aid Acquisition Company	11495.0	0.0018	1	0.002	11
Optical Associates Incorporated	52895.0	0.0018	1	0.002	30
Scientific Instruments Incorporated	44057.0	0.0018	2	0.0041	30
Metals Depot	4623.48	0.0018	1	0.002	26
Eigenor Oy	18695.0	0.0018	1	0.002	10
Mid-atlantic Security Solutions Incorporated	28988.0	0.0018	1	0.002	14
Little Prairie Services	124694.0	0.0019	1	0.002	3
Air Liquide Industrial U.S. Lp	110644.63	0.0018	17	0.0346	45000
Stauffer Manufacturing Company	-4132.32	0.0018	1	0.002	135
Measurement Specialties Incorporated	446362.3	0.0021	5	0.0102	3235
The Institute For Global Environmental Strategies, Incorporated	468378.0	0.0021	4	0.0081	8
Cambria Consulting Incorporated	74155.26	0.0018	8	0.0163	28
Samson Controls Incorporated	-26.0	0.0018	1	0.002	3400
Netiq Corporation	17458.94	0.0018	1	0.002	1253
Headway Research Incorporated	11265.0	0.0018	1	0.002	7
Rdp Corp	30392.0	0.0018	3	0.0061	10
Salish Kootenai College Incorporated	358182.0	0.002	1	0.002	0
Kulite Semiconductor Products Incorporated	92508.0	0.0018	5	0.0102	722
Solid Power, Llc	124951.0	0.0019	1	0.002	4
Aeromech Incorporated	92943.4	0.0018	4	0.0081	15
Allied International Corp	4774.95	0.0018	1	0.002	10
Northern Wings Repair Incorporated	237.5	0.0018	1	0.002	18
Teambwt, Llc	38145.96	0.0018	2	0.0041	1
Rocket Air Supply	17368.7	0.0018	26	0.053	26
The Esab Group, Incorporated	84567.0	0.0018	1	0.002	16000
The Write Source, Incorporated	1545.0	0.0018	1	0.002	2
Modular Systems Network Incorporated	27757.36	0.0018	3	0.0061	38
Avionics Specialist Incorporated	984.73	0.0018	2	0.0041	80
Bei Sensors & Systems Company Incorporated	3487.0	0.0018	2	0.0041	1961
Cybel, Llc	4590.0	0.0018	2	0.0041	3
Prototype Productions Incorporated	7538.65	0.0018	3	0.0061	85
Hexcel Corporation	-273.11	0.0018	2	0.0041	4701
Emcore Corporation	39739.0	0.0018	2	0.0041	850
Greystone Consulting Group, The Incorporated	245320.09	0.0019	3	0.0061	2
Vizada Incorporated	86184.0	0.0018	1	0.002	748
University Of Alaska Systems	12330.57	0.0018	2	0.0041	7000
Fcn	142346.8	0.0019	1	0.002	28
Trak Microwave Corporation	31224.0	0.0018	1	0.002	2000
Micro Mo Electronics Incorporated	-21.47	0.0018	1	0.002	74
Penguin Computing Incorporated	-9375.79	0.0018	1	0.002	62
The Go To Group, Inc	54593.7	0.0018	2	0.0041	6
Th Chem Incorporated	119999.0	0.0018	1	0.002	2
Safety & Quality Assurance Alliance	831397.0	0.0024	20	0.0407	4
Old Dominion University Research Foundation	1230184.0	0.0027	9	0.0183	521
Virginia Polytechnic Institute & State University	1051754.48	0.0025	6	0.0122	6920
Jesse Stutts Incorporated	511356.0	0.0021	12	0.0244	90
Lutron Services Co Incorporated	9134.0	0.0018	1	0.002	1000
Ajax Tocco Magnethermic Corporation	-34.67	0.0018	1	0.002	1000
Zantech It Services Incorporated	864445.0	0.0024	12	0.0244	23
Boise State University	214289.0	0.0019	1	0.002	2000
Proquest Llc	41595.0	0.0018	1	0.002	1679
Prc Laser Corporation	-1193.74	0.0018	1	0.002	60
University Of Texas Southwestern Medical Center At Dallas	777413.87	0.0023	4	0.0081	81000
Battelle Memorial Institute	94724.9	0.0018	5	0.0102	8900
Arrow Supply Company	17982.22	0.0018	1	0.002	4
Southeast Atmospheric Modeling	-27.0	0.0018	1	0.002	2
Medical University Of South Carolina	61614.0	0.0018	1	0.002	12516
Micro Focus (us) Incorporated	3587.62	0.0018	1	0.002	1400
Gatan Incorporated	159692.5	0.0019	3	0.0061	5500
Rmh Enterprises Incorporated	5606.89	0.0018	2	0.0041	11
Segovia Incorporated	16448.13	0.0018	1	0.002	1600
Advanced Magnet Lab Incorporated	41684.0	0.0018	1	0.002	12
Worldwide Sales Management Corporation	13222.66	0.0018	1	0.002	5
Caci Inc Federal	11736.0	0.0018	1	0.002	12000
Royal Restrooms Of California Incorporated	33887.0	0.0018	1	0.002	8
Dorado Services Incorporated	75631.0	0.0018	1	0.002	88
Alion Science And Technology Corporation	99753.0	0.0018	2	0.0041	3380
Lynx Software Technologies Incorporated	12625.0	0.0018	1	0.002	80
Bentley Systems Incorporated	88782.7	0.0018	1	0.002	1245
Xerox Corporation	886159.02	0.0024	21	0.0428	147600
Vanguard Contractors Llc	79979.0	0.0018	1	0.002	205
Pennsylvania State University	4799416.68	0.0053	48	0.0978	41144
El Paso Electric Company	213469.0	0.0019	1	0.002	0
Microsemi Soc Corporation	16453.0	0.0018	1	0.002	3000
Weico Wire & Cable Incorporated	5958.0	0.0018	1	0.002	18
Vectorsum Incorporated	123579.0	0.0019	1	0.002	3
The Criterion Tool And Die Co	9024.52	0.0018	3	0.0061	28
Linxx Global Solutions Incorporated	3957.27	0.0018	4	0.0081	275
Cms Research Corporation	5152.0	0.0018	1	0.002	11000
Andor Technology	28387.0	0.0018	1	0.002	400
Earth And Space Research	263270.0	0.002	3	0.0061	12
Jones Lang Lasalle Americas, I	27359.7	0.0018	1	0.002	0
Sagetech Corporation	7918.0	0.0018	1	0.002	42
Rj Runge Company Incorporated	1052531.78	0.0025	20	0.0407	6
Washington Gas Energy Services Incorporated	386918.0	0.002	1	0.002	1500
Medtrust, Llc	649618.0	0.0022	1	0.002	310
Nelson Air Corporation	5157.0	0.0018	1	0.002	4
Akron Hydraulic Incorporated	83440.0	0.0018	2	0.0041	10
Advanced Survey Design Llc	43299.82	0.0018	2	0.0041	3
Forensic Computers Incorporated	13651.75	0.0018	1	0.002	12
Central Parking System Incorporated	169065.0	0.0019	2	0.0041	550
Imes Incorporated	96825.0	0.0018	1	0.002	60
Tsi Incorporated	194159.56	0.0019	5	0.0102	897
Van Der Stahl Scientific Incorporated	8745.0	0.0018	1	0.002	7
Interstate Hotels & Resorts Incorporated	16522.17	0.0018	2	0.0041	129
Practical Systems And Technology Incorporated	3592.5	0.0018	1	0.002	3
Universal Propulsion Company Incorporated	-4347.28	0.0018	1	0.002	1750
Mantech Srs Technologies Incorporated	-19295.0	0.0017	1	0.002	7300
Hallmarks Laser Imaging Incorporated	65858.0	0.0018	1	0.002	12
Saint Louis University	193156.0	0.0019	1	0.002	3800
The Cube Corporation	-589416.1	0.0013	4	0.0081	13000
Vantage Technology, Llc	5171.5	0.0018	1	0.002	43
Eastern Virginia Medical School	224989.0	0.0019	1	0.002	1500
Sra International Incorporated	3812.0	0.0018	1	0.002	6300
Allied Power Products Incorporated	3734.0	0.0018	1	0.002	20
United Paradyne Corporation	2690829.31	0.0038	13	0.0265	120
Redviking Group, Llc	6915.0	0.0018	1	0.002	150
Vwr Scientific Products Corporation	25123.8	0.0018	1	0.002	0
European Space Research And Technology Centre	273696.91	0.002	1	0.002	0
Quality Parts On Time (qpot) Llc	48578.29	0.0018	1	0.002	1
On-line Applications Research Corporation	4275.0	0.0018	1	0.002	12
Autonomoustuff Llc	5725.0	0.0018	1	0.002	3
Darrah Electric Company (inc)	-86.27	0.0018	1	0.002	26
Parabon Computation	114959.83	0.0018	1	0.002	9
Labsmith Incorporated	4991.76	0.0018	1	0.002	6
Davis Associates Incorporated	28186.3	0.0018	1	0.002	6
Rogue Wave Software Incorporated	14957.5	0.0018	1	0.002	120
Cu Aerospace Llc	874997.0	0.0024	2	0.0041	18
Mdl Manufacturing Industries Incorporated	1633.97	0.0018	3	0.0061	50
University Of Mississippi	516506.14	0.0021	5	0.0102	2000
Teledyne Industries Incorporated	-257322.0	0.0016	2	0.0041	2200
Association Of Universities For Research In Astronomy Incorporated	2375376.46	0.0035	19	0.0387	9
Control Concepts Incorporated	0.0	0.0018	2	0.0041	30
Birmingham Industrial Construction, Llc	847660.34	0.0024	4	0.0081	40
Terminal Velocity Aerospace, Llc	374047.0	0.002	2	0.0041	3
Gilson Company Incorporated	5888.5	0.0018	1	0.002	38
Preece Incorporated	8915.0	0.0018	1	0.002	48
Mensor Corporation	27592.0	0.0018	3	0.0061	775
Space Micro Incorporated	1492120.0	0.0029	2	0.0041	64
Astrophysical Research Consortium	-12115.47	0.0018	1	0.002	15
Information Management Resources Incorporated	229589.8	0.0019	1	0.002	42
Famous Industries Incorporated	-68.41	0.0018	1	0.002	560
Advon Corporation	1736161.0	0.0031	2	0.0041	3
Schneider Electric It Corporation	8532.0	0.0018	1	0.002	119340
Sustainable Innovations	124778.0	0.0019	1	0.002	9
Rensselaer Polytechnic Institute	247786.0	0.0019	1	0.002	1450
J&k Electronics Incorporated	7314.0	0.0018	1	0.002	25
Thermal Wave Imaging Incorporated	169114.0	0.0019	1	0.002	12
Hampton University	118552.0	0.0018	2	0.0041	1200
Astrotech Space Operations Incorporated	2869720.64	0.0039	5	0.0102	70
Hatfield And Company Incorporated	3435.0	0.0018	1	0.002	90
Polaris Sales Incorporated	14399.96	0.0018	2	0.0041	5000
New Tech Solutions Incorporated	81209.56	0.0018	4	0.0081	30
Jones Edmunds And Associates Incorporated	438328.0	0.0021	6	0.0122	285
Moderntech Si Incorporated	6432.0	0.0018	1	0.002	75
Cultural Site Research And Management Incorporated	39104.52	0.0018	2	0.0041	4
Asb Avionics Llc	8152.0	0.0018	1	0.002	25
Prime Engineering & Architecture Incorporated	592246.39	0.0022	7	0.0143	75
Aqs Management Systems Incorporated	8692.0	0.0018	1	0.002	0
Nkt Photonics Incorporated	11818.0	0.0018	1	0.002	8000
Argon St Incorporated	149968.18	0.0019	1	0.002	975
3m Company	41745.6	0.0018	1	0.002	76786
Federal Center Hotel Associates Llc	4494.82	0.0018	1	0.002	280
Portland State University	559684.45	0.0022	7	0.0143	16000
Hauptman Woodward Medical Research Institute Incorporated	149613.0	0.0019	1	0.002	51
Potomac Electric Power Company	186287.75	0.0019	1	0.002	2600
Phrontier Technologies, Llc	16573.7	0.0018	2	0.0041	6
The Estabrook Corporation	-67.46	0.0018	1	0.002	40
Excalibur Associates Incorporated	2090340.16	0.0033	13	0.0265	104
Swish Data Corporation	16835.0	0.0018	1	0.002	6
Hitachi High Technologies America Incorporated	81100.25	0.0018	7	0.0143	350000
Cummins-wagner Company Incorporated	3973.0	0.0018	1	0.002	96
Cliftonlarsonallen Llp	-149999.0	0.0016	1	0.002	1750
Prism Engineering Incorporated	9255.0	0.0018	1	0.002	39
Relli Technology Incorporated	-4387.5	0.0018	1	0.002	81
Numerica Corporation	124882.0	0.0019	1	0.002	45
Braswell Precision Incorporated	11455.0	0.0018	3	0.0061	35
Voxcela, Llc	470571.11	0.0021	4	0.0081	35
General Dynamics Satcom Technologies Incorporated	-35.0	0.0018	1	0.002	92550
Military Construction Corporation	12941.0	0.0018	3	0.0061	100
4dsp, Llc	3995.0	0.0018	1	0.002	15
Shadow-soft, Llc	9659.25	0.0018	1	0.002	5
Opotek Incorporated	5177.0	0.0018	1	0.002	11
Automation And Process Control Incorporated	9919.35	0.0018	1	0.002	14
Clyde Tool & Die Incorporated	13827.0	0.0018	1	0.002	8
Ihs Global Incorporated	91937.0	0.0018	1	0.002	3200
Ultisat Incorporated	84973.7	0.0018	1	0.002	68
American Astronomical Society (inc)	8669.7	0.0018	1	0.002	15
Ni Government Services Incorporated	12253.01	0.0018	4	0.0081	1
Metamagnetics Incorporated	745154.0	0.0023	1	0.002	7
Simpson Weather Associates Incorporated	532907.0	0.0022	2	0.0041	10
Mnr Enterprises Incorporated	13141.0	0.0018	3	0.0061	12
Foundation For California State University, San Bernardino	-996.92	0.0018	1	0.002	1100
Information Systems Laboratori	643899.8	0.0022	6	0.0122	0
Itc Electronics	491.47	0.0018	1	0.002	36
The Children's Museum	241584.0	0.0019	1	0.002	0
Ktec Cleanroom Systems Incorporated	-12287.0	0.0018	1	0.002	7
Plateau Systems, Ltd	132298.5	0.0019	1	0.002	400
Classic Controls Incorporated	-896.18	0.0018	1	0.002	20
Eck Supply Company	18275.5	0.0018	2	0.0041	342
Northrop Grumman Guidance And Electronics Company Incorporated	16626.0	0.0018	1	0.002	2173
Astro Machine Works Incorporated	10130.7	0.0018	2	0.0041	75
Environics Incorporated	-37.74	0.0018	1	0.002	20
General Atomics	69995.0	0.0018	1	0.002	2362
Alphaport Incorporated	17817.97	0.0018	5	0.0102	42
Turning Technologies, Llc	4437.0	0.0018	1	0.002	190
Kashiyama Usa Incorporated	15326.0	0.0018	1	0.002	485
University Of Texas At Dallas	121100.84	0.0019	3	0.0061	1
Ventions Llc	249483.0	0.0019	2	0.0041	9
Chapman University	92205.0	0.0018	3	0.0061	2951
Q-mation Incorporated	117871.0	0.0018	1	0.002	35
Icf Incorporated, Llc	196424.0	0.0019	3	0.0061	5900
Aramid Hpm, Llc	7937.88	0.0018	1	0.002	0
Acme Cryogenics Incorporated	364905.0	0.002	2	0.0041	95
University Corporation For Atmospheric Research	5266472.05	0.0057	40	0.0815	1524
Luna Innovations Incorporated	749997.0	0.0023	1	0.002	92
Sarasota Avionics Incorporated	12449.0	0.0018	1	0.002	38
Abx Air Incorporated	49233.44	0.0018	1	0.002	465
Neptec Os Incorporated	-66.0	0.0018	1	0.002	23
On Shore Usa Llc	134431.0	0.0019	6	0.0122	4
Assoc Univ Research Astronomy	55441620.0	0.043	6	0.0122	0
Ideal System Solutions Incorporated	87676.0	0.0018	4	0.0081	35
Coastal Steel Incorporated	1374463.5	0.0028	2	0.0041	75
Swales And Associates Incorporated	-35493.98	0.0017	12	0.0244	15200
Audio Visual Services Group Incorporated	35727.88	0.0018	1	0.002	2600
Rtd Construction Incorporated	275600.0	0.002	3	0.0061	106
Mansfield Oil Company Of Gainesville Incorporated	220087.13	0.0019	10	0.0204	450
Ohio State University Research Foundation	286674.94	0.002	6	0.0122	94
Sf & B Llc	13381.6	0.0018	1	0.002	3
L'garde Incorporated	5195941.0	0.0056	4	0.0081	26
Crestwood Technology Group Corporation	36026.03	0.0018	4	0.0081	60
Trimech Solutions, Llc	7892.5	0.0018	1	0.002	49
Aspect Security Incorporated	-5695.93	0.0018	1	0.002	35
Supertel Network Incorporated	5363.6	0.0018	1	0.002	18
Kulicke And Soffa Industries Incorporated	-2423.87	0.0018	1	0.002	2520
Az Technology Incorporated	7122.0	0.0018	1	0.002	10
California State University	306976.0	0.002	2	0.0041	1558
Infozen Incorporated	5329297.13	0.0057	16	0.0326	75
Advanced Technical Ceramics Company	57325.0	0.0018	1	0.002	95
Evans Consoles Incorporated	14644.51	0.0018	1	0.002	0
New Mexico Institute Of Mining And Technology	519233.84	0.0021	4	0.0081	914
Resources For The Future Incorporated	168305.0	0.0019	2	0.0041	80
Hach Company	3872.38	0.0018	1	0.002	40000
Ati Industrial Automation Incorporated	140216.0	0.0019	2	0.0041	175
Elderfield & Hall Incorporated	29675.0	0.0018	1	0.002	5
Hamamatsu Corporation	34158.42	0.0018	6	0.0122	4000
Southern Illinois University	309956.0	0.002	3	0.0061	7903
Utica Body & Assembly Incorporated	26766.0	0.0018	1	0.002	100
Computer Sciences Corporation	39991046.44	0.0315	24	0.0489	94000
Ormond Llc	873338.0	0.0024	2	0.0041	7
Crescent Electric Supply Company	179472.3	0.0019	7	0.0143	1800
University Of Maryland Center For Environmental Science	86614.0	0.0018	1	0.002	20219
Advanced Fuel Research Incorporated	748785.0	0.0023	1	0.002	6
Rigaku Americas Corporation	6821.0	0.0018	1	0.002	330
Virginia Natural Gas Incorporated	202550.0	0.0019	2	0.0041	0
Thermacore Incorporated	124561.0	0.0019	1	0.002	175
Teledyne Scientific & Imaging, Llc	272824.82	0.002	3	0.0061	9200
Cst Of America Incorporated	42418.0	0.0018	1	0.002	10
Tony Vacca Construction Incorporated	258438.45	0.002	14	0.0285	8
Elementar Americas Incorporated	12223.9	0.0018	1	0.002	22
Perers Enterprises Incorporated	-78.16	0.0018	1	0.002	22
Colorado Seminary	-21.98	0.0018	1	0.002	1890
Air Services Incorporated	1921.0	0.0018	1	0.002	20
A T And T Corporation (4710)	-5749.15	0.0018	1	0.002	302770
Express Metrix, Llc	4837.5	0.0018	1	0.002	18
Thin Metal Parts, Llc	-3075.0	0.0018	3	0.0061	35
Frequentis Usa Incorporated	293627.0	0.002	10	0.0204	14
Reporters. Com	1666.0	0.0018	1	0.002	4
The Bennu Group Incorporated	450760.43	0.0021	4	0.0081	22
Gnb Corporation	24231.74	0.0018	3	0.0061	45
Boston Va Research Institute Incorporated	16599.0	0.0018	1	0.002	125
Cea Instruments Incorporated	7848.0	0.0018	1	0.002	3
Velocity Aerospace - Fort Lauderdale Incorporated	3535.0	0.0018	1	0.002	100
Reflective X-ray Optics Llc	813411.0	0.0024	2	0.0041	2
Linde Process Plants Incorporated	-488.31	0.0018	3	0.0061	500
Mississippi Space Services	-222284.76	0.0016	1	0.002	462
Fluid-flow Products Incorporated	96388.68	0.0018	1	0.002	115
The Rochester Museum And Science Center	-15797.0	0.0017	1	0.002	136
Emergent Space Technologies Incorporated	1571821.0	0.0029	2	0.0041	52
Consolidated Engineering Services Incorporated	2002365.42	0.0032	6	0.0122	2572
Spaceworks Enterprises Incorporated	74294.0	0.0018	1	0.002	16
Airborne Systems North America Of Ca Incorporated	388411.72	0.002	3	0.0061	922
Space Exploration Technologies Corporation	1469525.0	0.0029	1	0.002	2328
Magnum Power Products Llc	36874.85	0.0018	1	0.002	1740
I3 Federal Limited Liability Company	11814.93	0.0018	3	0.0061	8
Case Western Reserve University	238879.16	0.0019	9	0.0183	6374
Simpleware Ltd	17588.0	0.0018	1	0.002	19
Rei Systems Incorporated	1572816.87	0.0029	5	0.0102	384
Concurrent Computer Corporation	673146.14	0.0023	11	0.0224	292
Orbital Technologies Corporation	2846215.18	0.0039	9	0.0183	74
Gp Strategies Corporation	348729.52	0.002	4	0.0081	2473
Experimental Machine Incorporated	2593.0	0.0018	2	0.0041	21
Exact Software Erp-na Incorporated	17483.23	0.0018	1	0.002	65
Horiba Instruments Incorporated	120572.22	0.0019	3	0.0061	5000
Rochester Institute Of Technology	-4521.67	0.0018	2	0.0041	6181
Flightfab Incorporated	19125.0	0.0018	3	0.0061	35
Itt Industries Space Systems Limited Liability Company	14000000.0	0.0122	1	0.002	2000
A-tech Corporation	740449.0	0.0023	2	0.0041	280
Purdue University	2431656.14	0.0036	22	0.0448	15500
Hysitron Incorporated	3925.0	0.0018	1	0.002	80
Metropolitan Group Llc	399828.35	0.0021	1	0.002	41
Cornerstone Research Group Incorporated	947164.0	0.0025	3	0.0061	62
Veeco Process Equipment Incorporated	9967.74	0.0018	1	0.002	864
Intentional Leadership Incorporated	519887.28	0.0021	4	0.0081	1
Alabama Space Science Exhibit Commission	988128.0	0.0025	1	0.002	358
Quest Diagnostics Incorporated	-2270.36	0.0018	3	0.0061	11000
Midpoint International Incorporated	-156.31	0.0018	1	0.002	25
Colfax International	44509.0	0.0018	2	0.0041	29
Booz Allen Hamilton Incorporated	8137908.36	0.0078	40	0.0815	25500
Measurements Incorporated	4145.0	0.0018	1	0.002	4
Simco Electronics	-9894.0	0.0018	2	0.0041	327
Scott Industrial Systems Incorporated	7013.0	0.0018	2	0.0041	75
Dozier Technologies Incorporated	-12987.0	0.0018	1	0.002	13
Trenton Systems Incorporated	7399.0	0.0018	1	0.002	150
Seminole School District I01	-55627.79	0.0017	1	0.002	192
Kmel Corporation	11217.0	0.0018	1	0.002	38
Tech-x Corporation	9975.0	0.0018	1	0.002	65
State University Of Iowa (4813)	-9.84	0.0018	1	0.002	150
Scientific Systems Company Incorporated	1119161.0	0.0026	4	0.0081	44
Aeroflex Colorado Springs Incorporated	8855.0	0.0018	1	0.002	2200
Leica Microsystems Incorporated	31726.88	0.0018	2	0.0041	0
L-3 National Security Solutions Incorporated	64665.48	0.0018	3	0.0061	65000
Streamline Numerics Incorporated	1073441.0	0.0026	3	0.0061	4
Aramid Of Hilton Head, Llc	0.0	0.0018	2	0.0041	0
Commercial Computer Services Incorporated	11463.77	0.0018	1	0.002	108
Technobox Incorporated	7195.78	0.0018	1	0.002	8
Partsbase Incorporated	4998.0	0.0018	1	0.002	125
Artemis Innovation Management Solutions, Llc	-1.18	0.0018	1	0.002	2
Washington University	836474.33	0.0024	20	0.0407	12445
Channel Comp, Llc	74121.0	0.0018	1	0.002	3
Reliant Energy Retail Services, Llc	-7491.67	0.0018	1	0.002	2600
Indyne Incorporated	170557.21	0.0019	14	0.0285	700
Axiom Test Equipment Incorporated	4315.0	0.0018	1	0.002	15
Mcr Federal Incorporated	-17427.92	0.0017	1	0.002	0
Charleston Aluminum, Llc	55399.68	0.0018	1	0.002	45
O C Mcdonald Co Incorporated	-54443.21	0.0017	1	0.002	125
Vision Machine And Fabrication Corp	13085.0	0.0018	3	0.0061	6
Gostar Klingelhofer	26638.5	0.0018	1	0.002	0
Exelis Visual Information Solutions Incorporated	592720.49	0.0022	54	0.11	204
Prodyn Llc	80090.4	0.0018	2	0.0041	120
Aldec Incorporated	44995.0	0.0018	3	0.0061	26
Quadgen Incorporated	21255.0	0.0018	1	0.002	1
National Council On Radiation Protection And Measurements Incorporated	246133.0	0.0019	1	0.002	5
Technology Commercialization Center Incorporated	344882.0	0.002	4	0.0081	4
Matheson Tri-gas Incorporated	55015.71	0.0018	3	0.0061	3500
Engineering Construction Services Llc	53035.78	0.0018	2	0.0041	0
Knovel Corporation	43748.0	0.0018	1	0.002	60
Southwest Sciences Incorporated	121846.0	0.0019	1	0.002	12
Gems Consulting Incorporated	49990.0	0.0018	2	0.0041	2
Computer And Peripherals Group Incorporated	3967.0	0.0018	1	0.002	11
Blue Sun Enterprises Incorporated	99764.0	0.0018	1	0.002	1
Nu-tek Precision Optical Corporation	35480.22	0.0018	2	0.0041	21
Cellebrite Usa Corp	12395.96	0.0018	1	0.002	20
Omega Optical Incorporated	3415.0	0.0018	1	0.002	120
Thundercat Technology, Llc	560613.53	0.0022	14	0.0285	15
Listen Incorporated	3495.0	0.0018	1	0.002	17
University Of Rochester	654629.85	0.0022	3	0.0061	21000
Ares Corp	-4316.0	0.0018	1	0.002	400
Logyx Llc	767349.84	0.0023	11	0.0224	8
Standard Calibrations Incorporated	7854.5	0.0018	1	0.002	100
American Society For Training And Development Incorporated	17313.0	0.0018	1	0.002	115
Struers Incorporated	12721.23	0.0018	4	0.0081	58
Infinity Science Center Incorporated	115214.67	0.0018	2	0.0041	3
Arcadis U.S. Incorporated	190927.03	0.0019	8	0.0163	450
World Wide Technology Incorporated	921023.41	0.0024	16	0.0326	1058
Black Bag Technologies Incorporated	6341.73	0.0018	1	0.002	39
Data Device Corporation	172338.51	0.0019	4	0.0081	8242
Ground Control Systems Incorporated	2872.8	0.0018	1	0.002	20
Hdr Architecture Incorporated	644688.46	0.0022	5	0.0102	7781
Superpower Incorporated	-92.34	0.0018	1	0.002	39352
Enfasco (inc)	525.0	0.0018	1	0.002	16
Dlt Solutions, Llc	426732.05	0.0021	28	0.057	245
Guidance Software Incorporated	12273.28	0.0018	1	0.002	421
Quantachrome Corporation	24203.0	0.0018	2	0.0041	95
Dynamicsignals Llc	-85.0	0.0018	1	0.002	25
Spectral Instruments Incorporated	140909.0	0.0019	2	0.0041	30
Angstrom Designs Incorporated	374115.0	0.002	3	0.0061	4
Accutech Instrumentation Incorporated	14209.92	0.0018	2	0.0041	13
Illinois Tool Works Incorporated	56029.0	0.0018	7	0.0143	60000
Crane 1 Services Incorporated	5975.29	0.0018	1	0.002	75
Rahman Llc	-25118.17	0.0017	1	0.002	3
Labworks Equipment Service Incorporated	-8375.0	0.0018	1	0.002	4
W-ie-ne-r Plein & Baus, Corporation	9761.0	0.0018	1	0.002	4900
Rkr Technologies, Ltd	11005.0	0.0018	3	0.0061	25
Calspan Corporation	-746.4	0.0018	1	0.002	225
Prg Schultz International Incorporated (7267)	-5844.35	0.0018	1	0.002	2300
Ocean Optics Incorporated	99693.81	0.0018	8	0.0163	4500
All Scientific, Llc	36199.0	0.0018	1	0.002	4
Trustees Of Tufts College Incorporated	117284.0	0.0018	2	0.0041	4525
Rtd Embedded Technologies Incorporated	21016.84	0.0018	4	0.0081	45
Netlander Incorporated	-21.67	0.0018	1	0.002	4
Space Science Institute	828998.87	0.0024	13	0.0265	55
Agsi, Llc	17363.12	0.0018	3	0.0061	20
St Louis Science Center Foundation	815382.0	0.0024	1	0.002	292
Global Technology Resources Incorporated	102160.72	0.0018	3	0.0061	171
Campbell Scientific Incorporated	156636.72	0.0019	1	0.002	286
Data Translation Incorporated	-82.0	0.0018	1	0.002	41
1st Vision Incorporated	39879.0	0.0018	6	0.0122	7
Almag Plating Corporation	225.0	0.0018	1	0.002	21
Meivac Incorporated	3528.58	0.0018	1	0.002	35
Computer Mission	12467.0	0.0018	1	0.002	4
Avantes Incorporated	73337.73	0.0018	4	0.0081	70
Woodstock International Incorporated	17093.65	0.0018	2	0.0041	22
Garvey Spacecraft Corporation	122584.44	0.0019	2	0.0041	4
Twin Otter International Ltd	53214.0	0.0018	1	0.002	40
Westboro Photonics Incorporated	1293.15	0.0018	1	0.002	10
Fei Company	34812.0	0.0018	1	0.002	2200
